sex,recency,history,mens_product_purchase,womens_product_purchase,area_classification,newbie,channel,segment,visit,conversion,spend
女性,5,8090,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,7,60590,1,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,5,25280,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,10,2999,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,4,10270,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,4,16437,1,0,郊外,1,ウェブ,送付なし,0,0,0
女性,12,9543,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,1,56419,0,1,郊外,1,複数,送付あり,1,1,2999
男性,1,15878,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,7,24768,0,1,都会,0,複数,送付なし,0,0,0
女性,3,7597,0,1,地方,0,スマートフォン,送付なし,1,0,0
女性,9,15532,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,10,19084,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,1,122684,0,1,都会,1,複数,送付あり,1,0,0
男性,7,21427,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,2,17582,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,32054,0,1,都会,0,複数,送付なし,0,0,0
男性,5,10963,1,0,郊外,0,ウェブ,送付なし,1,0,0
男性,11,7640,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,12,56294,1,1,郊外,1,複数,送付なし,0,0,0
女性,2,2999,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,8,8248,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,7,3301,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,10,4784,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,11,10645,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,10,3113,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,10,10042,0,1,地方,0,ウェブ,送付なし,0,0,0
女性,5,79207,1,0,都会,1,複数,送付なし,1,0,0
女性,9,11280,1,0,地方,1,スマートフォン,送付なし,0,0,0
男性,7,11483,1,0,都会,1,ウェブ,送付あり,0,0,0
男性,7,18666,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,14251,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,7,20422,1,1,郊外,0,ウェブ,送付あり,1,0,0
男性,9,2999,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,3,64361,1,0,都会,1,複数,送付なし,0,0,0
男性,3,3604,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,6,2999,1,0,地方,0,ウェブ,送付あり,1,0,0
女性,6,14857,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,5,45854,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,3,2999,0,1,地方,1,ウェブ,送付なし,0,0,0
男性,4,9465,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,9,9364,0,1,地方,0,スマートフォン,送付なし,1,0,0
男性,5,3647,1,0,郊外,1,ウェブ,送付なし,1,0,0
男性,1,43532,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,1,43921,1,1,郊外,0,複数,送付あり,1,0,0
男性,3,27250,0,1,郊外,0,複数,送付あり,1,0,0
女性,10,8837,0,1,地方,0,スマートフォン,送付あり,1,0,0
男性,7,2999,1,0,郊外,1,スマートフォン,送付あり,0,0,0
女性,11,21696,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,10,4932,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,1,12913,1,0,都会,0,ウェブ,送付なし,1,0,0
男性,4,81277,0,1,郊外,1,複数,送付なし,0,0,0
男性,4,87955,0,1,郊外,1,複数,送付なし,0,0,0
女性,1,24272,0,1,郊外,1,ウェブ,送付なし,1,0,0
女性,12,20942,1,0,都会,0,ウェブ,送付あり,1,0,0
女性,1,56123,1,0,地方,1,ウェブ,送付なし,1,0,0
男性,4,14033,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,1,16051,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,8,4679,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,6529,0,1,都会,1,スマートフォン,送付なし,0,0,0
男性,11,3592,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,10,2999,1,0,都会,1,ウェブ,送付なし,1,0,0
男性,1,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,8,2999,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,12,41371,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,8,21006,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,7,27920,0,1,郊外,0,複数,送付なし,1,0,0
女性,8,55208,1,1,郊外,1,ウェブ,送付あり,1,0,0
女性,9,3818,0,1,都会,1,ウェブ,送付あり,1,0,0
女性,7,15316,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,3,4800,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,12,14507,1,0,地方,0,ウェブ,送付あり,1,0,0
男性,10,2999,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,9,52625,1,1,都会,1,複数,送付あり,0,0,0
女性,11,21567,1,1,都会,0,スマートフォン,送付なし,0,0,0
女性,9,15352,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,10,3984,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,9,17092,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,6,18682,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,10,2999,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,9,21754,1,0,都会,1,ウェブ,送付なし,0,0,0
男性,6,6748,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,9,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,3,8126,1,0,郊外,1,スマートフォン,送付なし,0,0,0
男性,1,2999,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,11,16049,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,3,32385,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,10,2999,1,0,郊外,1,スマートフォン,送付なし,0,0,0
女性,6,18835,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,1,92727,1,1,郊外,1,スマートフォン,送付なし,0,0,0
男性,7,3807,0,1,郊外,1,スマートフォン,送付あり,1,1,3094
男性,8,16026,1,0,郊外,1,ウェブ,送付なし,0,0,0
女性,10,2999,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,1,16638,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,1,25282,1,1,郊外,0,スマートフォン,送付あり,1,1,17688
女性,1,3869,1,0,都会,0,スマートフォン,送付なし,1,0,0
女性,10,2999,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,10,24753,0,1,都会,0,複数,送付あり,1,0,0
女性,2,54745,1,1,郊外,1,ウェブ,送付なし,1,0,0
男性,10,5596,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,2,6989,1,0,郊外,0,スマートフォン,送付なし,0,0,0
女性,12,2999,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,6,24317,0,1,都会,0,スマートフォン,送付あり,1,0,0
女性,1,27917,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,1,18597,1,0,郊外,1,スマートフォン,送付あり,0,0,0
男性,2,2999,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,1,205860,1,0,地方,1,複数,送付あり,0,0,0
男性,10,14227,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,10,35118,1,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,9,6012,0,1,都会,1,ウェブ,送付なし,1,0,0
男性,1,96327,0,1,郊外,1,複数,送付なし,1,0,0
男性,3,5539,1,0,郊外,0,スマートフォン,送付なし,1,0,0
女性,4,2999,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,1,5457,0,1,郊外,0,ウェブ,送付なし,1,0,0
男性,9,10042,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,2,4092,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,2,20098,0,1,地方,0,スマートフォン,送付なし,1,0,0
男性,1,11072,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,8,7611,1,0,郊外,0,ウェブ,送付あり,1,0,0
男性,12,6097,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,3,45121,1,1,都会,0,複数,送付なし,0,0,0
女性,11,40471,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,10,27725,0,1,都会,0,ウェブ,送付あり,1,0,0
男性,1,3251,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,12,20606,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,2,6879,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,7,28708,1,0,都会,1,スマートフォン,送付なし,0,0,0
男性,3,2999,1,0,郊外,1,スマートフォン,送付なし,1,0,0
女性,9,3284,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,3,62876,1,1,都会,1,複数,送付あり,0,0,0
女性,10,3350,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,6,33131,0,1,郊外,0,複数,送付あり,1,0,0
女性,1,3940,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,7,29061,1,0,郊外,0,複数,送付なし,0,0,0
女性,3,40509,1,0,都会,1,ウェブ,送付あり,0,0,0
男性,4,2999,1,0,都会,0,スマートフォン,送付なし,0,0,0
男性,3,27699,0,1,都会,0,複数,送付なし,0,0,0
男性,3,6681,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,9,2999,1,0,地方,1,スマートフォン,送付なし,1,0,0
女性,12,21894,1,1,郊外,0,ウェブ,送付なし,0,0,0
男性,1,61089,1,0,都会,1,複数,送付あり,0,0,0
男性,3,2999,0,1,地方,0,スマートフォン,送付なし,1,0,0
男性,5,32579,1,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,1,48212,1,0,都会,0,ウェブ,送付なし,1,0,0
男性,11,11737,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,4,4188,0,1,都会,0,スマートフォン,送付なし,0,0,0
女性,9,19900,1,0,郊外,1,ウェブ,送付なし,0,0,0
男性,11,60108,0,1,郊外,1,複数,送付あり,0,0,0
女性,10,29355,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,2,18297,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,3,2999,1,0,郊外,1,スマートフォン,送付あり,1,0,0
男性,2,4547,1,0,地方,0,ウェブ,送付あり,1,0,0
女性,3,62264,1,1,郊外,1,複数,送付なし,1,0,0
男性,6,35811,0,1,都会,1,スマートフォン,送付なし,0,0,0
女性,11,4134,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,1,29970,0,1,地方,0,複数,送付なし,0,0,0
男性,4,27725,1,0,郊外,0,複数,送付なし,1,0,0
男性,7,6833,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,11,37857,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,1,10873,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,9,3919,0,1,地方,1,ウェブ,送付あり,0,0,0
男性,3,31600,0,1,地方,0,スマートフォン,送付なし,0,0,0
男性,3,73167,1,1,郊外,1,ウェブ,送付なし,0,0,0
女性,1,63346,1,1,地方,1,複数,送付あり,0,0,0
女性,11,17830,0,1,郊外,0,ウェブ,送付なし,0,0,0
男性,5,9020,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,1,44990,1,0,都会,1,複数,送付あり,0,0,0
女性,12,39136,0,1,郊外,0,複数,送付なし,0,0,0
男性,12,28599,0,1,地方,1,ウェブ,送付あり,0,0,0
男性,5,3321,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,2,4981,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,9,29261,0,1,郊外,1,複数,送付あり,0,0,0
女性,10,24374,1,1,都会,0,スマートフォン,送付なし,1,0,0
女性,9,33696,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,1,62378,0,1,郊外,1,複数,送付あり,0,0,0
男性,2,5451,0,1,地方,1,ウェブ,送付なし,1,0,0
女性,3,69889,1,0,郊外,1,複数,送付あり,0,0,0
男性,3,42568,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,7,21142,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,8,2999,0,1,郊外,0,ウェブ,送付なし,0,0,0
女性,10,3640,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,3,2999,0,1,地方,0,ウェブ,送付あり,1,0,0
男性,1,76885,0,1,都会,1,複数,送付あり,0,0,0
男性,5,29933,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,4,25706,1,1,都会,0,ウェブ,送付あり,1,0,0
男性,1,30527,0,1,郊外,1,スマートフォン,送付あり,0,0,0
男性,3,3725,1,0,郊外,0,ウェブ,送付なし,1,0,0
女性,5,13750,0,1,郊外,0,スマートフォン,送付あり,1,0,0
女性,7,29113,1,1,郊外,0,ウェブ,送付なし,1,0,0
男性,11,30863,0,1,郊外,0,複数,送付なし,0,0,0
女性,9,33302,1,0,都会,1,ウェブ,送付あり,1,1,2999
男性,4,36944,0,1,都会,0,複数,送付あり,1,0,0
女性,9,8156,1,0,地方,0,スマートフォン,送付なし,0,0,0
女性,10,17546,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,3,21093,1,0,郊外,1,複数,送付なし,0,0,0
女性,7,26183,0,1,都会,0,複数,送付なし,0,0,0
女性,10,3485,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,6,20788,1,0,都会,0,ウェブ,送付なし,1,0,0
男性,10,3890,0,1,地方,0,ウェブ,送付あり,1,0,0
女性,1,85560,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,11,18401,1,0,地方,1,ウェブ,送付なし,0,0,0
男性,1,5122,0,1,都会,0,ウェブ,送付なし,0,0,0
女性,6,10151,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,9,10859,1,0,都会,1,スマートフォン,送付あり,0,0,0
女性,5,13213,1,0,地方,1,ウェブ,送付なし,0,0,0
女性,2,14413,1,0,郊外,0,スマートフォン,送付なし,1,0,0
女性,6,12618,0,1,都会,1,ウェブ,送付あり,1,0,0
女性,9,23587,0,1,郊外,1,ウェブ,送付あり,0,0,0
女性,10,30598,0,1,都会,0,複数,送付なし,0,0,0
男性,3,11063,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,11,11709,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,7,3857,0,1,都会,1,ウェブ,送付なし,0,0,0
男性,7,29416,0,1,都会,0,ウェブ,送付なし,0,0,0
男性,3,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,2,5227,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,2,26935,0,1,地方,0,スマートフォン,送付あり,1,0,0
男性,4,22286,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,6,15887,0,1,地方,0,スマートフォン,送付あり,1,0,0
女性,3,7308,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,4,15708,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,6,21164,0,1,郊外,1,複数,送付なし,0,0,0
男性,12,3994,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,10,39687,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,10,10842,1,0,地方,0,スマートフォン,送付あり,1,0,0
男性,3,2999,0,1,都会,0,スマートフォン,送付なし,1,0,0
男性,9,10388,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,7,4500,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,10,22574,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,8,21636,1,0,都会,0,ウェブ,送付なし,0,0,0
男性,5,19328,1,0,地方,1,ウェブ,送付あり,0,0,0
男性,8,4997,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,3,99975,1,1,郊外,1,複数,送付なし,1,0,0
女性,10,29711,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,6,19659,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,2,42970,0,1,地方,0,ウェブ,送付なし,1,0,0
女性,10,29511,1,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,11,4189,1,0,郊外,1,ウェブ,送付あり,0,0,0
女性,3,14206,1,0,都会,1,スマートフォン,送付なし,0,0,0
女性,11,41048,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,1,4952,0,1,都会,1,ウェブ,送付あり,0,0,0
男性,10,7145,0,1,郊外,1,ウェブ,送付あり,0,0,0
男性,1,68451,0,1,都会,1,ウェブ,送付あり,0,0,0
女性,3,53899,1,0,都会,1,ウェブ,送付あり,0,0,0
女性,10,2999,1,0,地方,1,ウェブ,送付なし,0,0,0
女性,9,5443,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,8,4608,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,9,47032,1,0,都会,1,ウェブ,送付あり,0,0,0
男性,4,2999,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,9,35242,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,2,23206,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,10,8095,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,12,7273,0,1,郊外,1,ウェブ,送付なし,0,0,0
女性,5,3786,0,1,都会,1,ウェブ,送付なし,0,0,0
女性,11,8468,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,2,24223,0,1,都会,1,スマートフォン,送付あり,1,0,0
男性,2,10238,1,0,都会,1,ウェブ,送付あり,1,0,0
男性,9,16802,0,1,郊外,0,スマートフォン,送付なし,0,0,0
男性,8,3477,0,1,地方,0,ウェブ,送付あり,1,0,0
女性,8,4623,0,1,郊外,1,スマートフォン,送付あり,1,0,0
男性,10,14561,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,1,83830,1,1,地方,1,スマートフォン,送付なし,1,0,0
男性,6,8962,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,1,36519,0,1,都会,0,スマートフォン,送付なし,0,0,0
男性,1,14313,0,1,地方,0,ウェブ,送付あり,1,0,0
女性,9,14901,1,0,都会,1,ウェブ,送付なし,0,0,0
女性,9,11425,1,0,郊外,0,ウェブ,送付あり,1,0,0
女性,7,12060,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,6,2999,0,1,郊外,1,ウェブ,送付なし,0,0,0
男性,7,7365,1,0,郊外,0,スマートフォン,送付なし,0,0,0
男性,10,4274,1,0,都会,1,スマートフォン,送付あり,0,0,0
男性,6,21002,0,1,郊外,1,ウェブ,送付なし,1,0,0
男性,5,2999,0,1,都会,1,ウェブ,送付あり,1,0,0
女性,10,17403,1,0,都会,1,ウェブ,送付あり,0,0,0
男性,7,6401,0,1,地方,1,ウェブ,送付なし,0,0,0
男性,10,2999,0,1,郊外,1,スマートフォン,送付あり,1,0,0
男性,5,2999,0,1,郊外,1,スマートフォン,送付あり,0,0,0
女性,6,2999,1,0,地方,1,スマートフォン,送付あり,0,0,0
男性,10,26008,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,4,5955,0,1,地方,1,ウェブ,送付なし,1,0,0
女性,3,42563,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,4,48844,0,1,都会,1,ウェブ,送付なし,1,0,0
男性,10,2999,0,1,都会,1,スマートフォン,送付あり,0,0,0
男性,9,38362,1,1,郊外,0,ウェブ,送付なし,1,0,0
男性,5,29729,1,0,郊外,0,複数,送付なし,0,0,0
女性,1,2999,0,1,都会,1,スマートフォン,送付あり,1,0,0
女性,4,43611,1,0,都会,1,複数,送付あり,0,0,0
女性,3,73775,0,1,地方,1,スマートフォン,送付なし,1,0,0
女性,1,27044,1,0,都会,0,複数,送付あり,1,0,0
女性,4,15313,1,0,都会,0,スマートフォン,送付あり,1,0,0
男性,2,31520,0,1,郊外,0,ウェブ,送付あり,1,0,0
女性,3,8425,1,0,郊外,1,スマートフォン,送付あり,1,0,0
女性,6,39045,1,0,郊外,0,スマートフォン,送付あり,1,0,0
男性,1,2999,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,7,25847,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,7,4441,1,0,郊外,1,ウェブ,送付なし,1,0,0
女性,6,12641,1,0,郊外,1,ウェブ,送付なし,1,0,0
男性,10,13215,0,1,都会,0,スマートフォン,送付あり,1,0,0
男性,9,79078,0,1,郊外,1,複数,送付あり,0,0,0
男性,12,4909,1,0,都会,0,スマートフォン,送付あり,1,0,0
女性,12,18589,0,1,郊外,0,スマートフォン,送付なし,0,0,0
女性,2,2999,0,1,都会,1,スマートフォン,送付あり,0,0,0
女性,3,6409,1,0,郊外,1,スマートフォン,送付あり,1,0,0
男性,3,10268,0,1,都会,0,スマートフォン,送付なし,1,0,0
男性,1,44620,1,0,都会,0,ウェブ,送付あり,1,0,0
男性,2,9357,0,1,郊外,1,ウェブ,送付あり,1,0,0
女性,6,30794,0,1,郊外,1,スマートフォン,送付なし,1,0,0
女性,8,14447,1,0,郊外,0,ウェブ,送付なし,0,0,0
男性,10,44102,1,1,郊外,0,ウェブ,送付あり,1,0,0
男性,1,2999,0,1,郊外,0,スマートフォン,送付なし,1,0,0
男性,9,33847,1,0,郊外,0,スマートフォン,送付あり,1,0,0
女性,8,4495,0,1,郊外,1,スマートフォン,送付なし,0,0,0
女性,5,75768,0,1,都会,1,スマートフォン,送付あり,1,0,0
女性,1,25658,1,1,都会,0,スマートフォン,送付あり,1,0,0
女性,5,6437,1,0,地方,0,スマートフォン,送付なし,1,0,0
男性,2,2999,1,0,都会,0,ウェブ,送付なし,0,0,0
女性,1,42491,1,0,都会,1,ウェブ,送付なし,1,0,0
女性,1,38287,1,1,都会,0,複数,送付なし,0,0,0
女性,3,86244,1,1,都会,1,スマートフォン,送付あり,0,0,0
男性,10,2999,0,1,都会,0,ウェブ,送付あり,1,0,0
女性,2,4033,0,1,都会,1,ウェブ,送付なし,1,0,0
女性,10,5928,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,1,53311,0,1,都会,1,複数,送付あり,0,0,0
女性,9,6566,1,0,郊外,1,ウェブ,送付あり,0,0,0
男性,9,29475,1,1,都会,1,複数,送付なし,1,0,0
女性,7,14660,1,0,郊外,0,ウェブ,送付なし,0,0,0
女性,4,9719,0,1,郊外,0,ウェブ,送付あり,1,0,0
男性,8,30148,1,0,郊外,0,複数,送付あり,1,0,0
男性,10,17895,0,1,郊外,0,スマートフォン,送付あり,1,0,0
男性,1,31405,1,0,地方,0,ウェブ,送付なし,0,0,0
男性,7,2999,1,0,郊外,0,スマートフォン,送付なし,1,0,0
